2025-08-19 16:47:02,579 | services.ai.strands_agent | INFO | Mock Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:25:23,377 | __main__ | INFO |   Ollama: READY
2025-08-19 22:25:23,378 | __main__ | INFO |   Strands Agents: READY
2025-08-19 22:25:23,378 | __main__ | INFO |   Sample Generation: READY
2025-08-19 22:25:23,378 | __main__ | INFO | 
ALL SYSTEMS OPERATIONAL!
2025-08-19 22:25:23,378 | __main__ | INFO | The Name Generation System is ready to use.
2025-08-19 22:25:23,378 | __main__ | INFO | 
Available features:
2025-08-19 22:25:23,378 | __main__ | INFO |   - MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:25:23,378 | __main__ | INFO |   - Ollama Integration: 10+ local LLM models
2025-08-19 22:25:23,379 | __main__ | INFO |   - Database: SQLite with full persistence
2025-08-19 22:25:23,379 | __main__ | INFO |   - Strands Agents: Multi-agent collaboration
2025-08-19 22:25:32,135 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:25:32,135 | __main__ | INFO | Starting Name Generation System
2025-08-19 22:25:32,136 | __main__ | INFO | ==================================================
2025-08-19 22:25:32,158 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:25:32,158 | __main__ | INFO | Database initialized successfully
2025-08-19 22:25:32,158 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:25:32,159 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:25:32,159 | __main__ | INFO | Available tools: 5
2025-08-19 22:25:32,159 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:25:32,159 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:25:32,159 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:25:32,160 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:25:32,160 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:25:32,160 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:25:32,267 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:25:32,268 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:25:32,268 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:25:34,331 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:25:36,369 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:25:36,370 | __main__ | INFO | Available models: 10
2025-08-19 22:25:36,370 | __main__ | INFO |   - llama3:latest
2025-08-19 22:25:36,370 | __main__ | INFO |   - phi3:mini
2025-08-19 22:25:36,370 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:25:36,370 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:25:36,371 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:25:36,371 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:25:36,371 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:25:36,371 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:25:36,371 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:25:36,371 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:25:36,372 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:25:36,372 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:25:36,372 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:25:36,372 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:25:36,372 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:25:36,373 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:25:36,373 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:25:36,373 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:25:36,373 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:25:36,373 | __main__ | INFO | [TARGET] Generating Sample Names...
2025-08-19 22:25:36,374 | __main__ | INFO | Testing MCP tools with sample data...
2025-08-19 22:25:36,374 | services.ai.mcp_integration | INFO | Enabled tool: cultural_context_search
2025-08-19 22:25:36,593 | __main__ | INFO | Domain check: Domain example.com is NOT available (likely taken)
2025-08-19 22:25:36,594 | __main__ | INFO | Cultural context: Cultural context for 'john' in global: Common English name meaning 'God is gracious'
2025-08-19 22:25:36,594 | __main__ | INFO | [SUCCESS] Sample name generation test successful
2025-08-19 22:25:36,594 | __main__ | INFO | 
==================================================
2025-08-19 22:25:36,594 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:25:36,594 | __main__ | INFO |   Database: [READY]
2025-08-19 22:25:36,594 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:25:36,595 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:25:36,595 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:25:36,595 | __main__ | INFO |   Sample Generation: [READY]
2025-08-19 22:25:36,595 | __main__ | INFO | 
🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:25:36,595 | __main__ | INFO | The Name Generation System is ready to use.
2025-08-19 22:25:36,596 | __main__ | INFO | 
Available features:
2025-08-19 22:25:36,596 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:25:36,596 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:25:36,596 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:25:36,596 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:27:43,859 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:27:43,859 | __main__ | INFO | Starting Name Generation System - Full Mode
2025-08-19 22:27:43,859 | __main__ | INFO | ============================================================
2025-08-19 22:27:43,860 | __main__ | INFO | Running comprehensive system tests...
2025-08-19 22:27:43,861 | __main__ | INFO | ==================================================
2025-08-19 22:27:43,906 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:27:43,906 | __main__ | INFO | Database initialized successfully
2025-08-19 22:27:43,906 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:27:43,907 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:27:43,907 | __main__ | INFO | Available tools: 5
2025-08-19 22:27:43,907 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:27:43,908 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:27:43,908 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:27:43,908 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:27:43,908 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:27:43,909 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:27:44,026 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:27:44,027 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:27:44,027 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:27:46,094 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:27:48,145 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:27:48,146 | __main__ | INFO | Available models: 10
2025-08-19 22:27:48,146 | __main__ | INFO |   - llama3:latest
2025-08-19 22:27:48,146 | __main__ | INFO |   - phi3:mini
2025-08-19 22:27:48,146 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:27:48,146 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:27:48,147 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:27:48,147 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:27:48,147 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:27:48,147 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:27:48,147 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:27:48,147 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:27:48,147 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:27:48,148 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:27:48,148 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:27:48,148 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:27:48,148 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:27:48,148 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:27:48,148 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:27:48,149 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:27:48,149 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:27:48,149 | __main__ | INFO | 
==================================================
2025-08-19 22:27:48,149 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:27:48,149 | __main__ | INFO |   Database: [READY]
2025-08-19 22:27:48,150 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:27:48,150 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:27:48,150 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:27:48,150 | __main__ | INFO | 
============================================================
2025-08-19 22:27:48,150 | __main__ | INFO | STARTING SERVERS
2025-08-19 22:27:48,151 | __main__ | INFO | ============================================================
2025-08-19 22:27:48,151 | __main__ | INFO | Starting MCP server...
2025-08-19 22:27:48,157 | __main__ | INFO | MCP server started with PID: 36372
2025-08-19 22:27:51,158 | __main__ | INFO | Starting API server...
2025-08-19 22:27:51,164 | __main__ | INFO | API server started with PID: 14440
2025-08-19 22:27:53,166 | __main__ | WARNING | [MCP] Process terminated with code: 1
2025-08-19 22:27:53,167 | __main__ | WARNING | [API] Process terminated with code: 1
2025-08-19 22:27:53,167 | __main__ | INFO | 
============================================================
2025-08-19 22:27:53,167 | __main__ | INFO | SYSTEM STATUS
2025-08-19 22:27:53,167 | __main__ | INFO | ============================================================
2025-08-19 22:27:53,168 | __main__ | INFO | 🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:27:53,168 | __main__ | INFO | The Name Generation System is now running.
2025-08-19 22:27:53,168 | __main__ | INFO | 
Available services:
2025-08-19 22:27:53,168 | __main__ | INFO |   [SUCCESS] MCP Server: http://localhost:8000
2025-08-19 22:27:53,168 | __main__ | INFO |   [SUCCESS] API Server: http://localhost:8001
2025-08-19 22:27:53,169 | __main__ | INFO |   [SUCCESS] API Docs: http://localhost:8001/docs
2025-08-19 22:27:53,169 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:27:53,169 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:27:53,169 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:27:53,170 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:27:53,170 | __main__ | INFO | 
Press Ctrl+C to stop all services
2025-08-19 22:27:53,170 | __main__ | INFO | ============================================================
2025-08-19 22:27:54,171 | __main__ | ERROR | [MCP] Process unexpectedly terminated
2025-08-19 22:27:54,172 | __main__ | INFO | Shutting down all services...
2025-08-19 22:27:54,172 | __main__ | INFO | All services stopped
2025-08-19 22:28:49,875 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:28:49,875 | __main__ | INFO | Starting Name Generation System - Full Mode
2025-08-19 22:28:49,875 | __main__ | INFO | ============================================================
2025-08-19 22:28:49,876 | __main__ | INFO | Running comprehensive system tests...
2025-08-19 22:28:49,876 | __main__ | INFO | ==================================================
2025-08-19 22:28:49,900 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:28:49,900 | __main__ | INFO | Database initialized successfully
2025-08-19 22:28:49,900 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:28:49,900 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:28:49,901 | __main__ | INFO | Available tools: 5
2025-08-19 22:28:49,901 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:28:49,901 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:28:49,901 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:28:49,902 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:28:49,902 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:28:49,902 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:28:50,009 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:28:50,010 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:28:50,010 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:28:52,047 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:28:54,107 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:28:54,108 | __main__ | INFO | Available models: 10
2025-08-19 22:28:54,108 | __main__ | INFO |   - llama3:latest
2025-08-19 22:28:54,108 | __main__ | INFO |   - phi3:mini
2025-08-19 22:28:54,108 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:28:54,108 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:28:54,108 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:28:54,109 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:28:54,109 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:28:54,109 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:28:54,109 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:28:54,109 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:28:54,109 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:28:54,109 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:28:54,109 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:28:54,110 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:28:54,110 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:28:54,110 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:28:54,110 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:28:54,110 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:28:54,110 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:28:54,110 | __main__ | INFO | 
==================================================
2025-08-19 22:28:54,110 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:28:54,111 | __main__ | INFO |   Database: [READY]
2025-08-19 22:28:54,111 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:28:54,111 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:28:54,111 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:28:54,111 | __main__ | INFO | 
============================================================
2025-08-19 22:28:54,111 | __main__ | INFO | STARTING SERVERS
2025-08-19 22:28:54,111 | __main__ | INFO | ============================================================
2025-08-19 22:28:54,111 | __main__ | INFO | Starting MCP server...
2025-08-19 22:28:54,116 | __main__ | INFO | MCP server started with PID: 30292
2025-08-19 22:28:57,117 | __main__ | INFO | Starting API server...
2025-08-19 22:28:57,122 | __main__ | INFO | API server started with PID: 16532
2025-08-19 22:28:59,124 | __main__ | WARNING | [MCP] Process terminated with code: 1
2025-08-19 22:28:59,125 | __main__ | WARNING | [API] Process terminated with code: 1
2025-08-19 22:28:59,125 | __main__ | INFO | 
============================================================
2025-08-19 22:28:59,126 | __main__ | INFO | SYSTEM STATUS
2025-08-19 22:28:59,127 | __main__ | INFO | ============================================================
2025-08-19 22:28:59,128 | __main__ | INFO | 🎉 ALL SYSTEMS OPERATIONAL!
2025-08-19 22:28:59,129 | __main__ | INFO | The Name Generation System is now running.
2025-08-19 22:28:59,129 | __main__ | INFO | 
Available services:
2025-08-19 22:28:59,129 | __main__ | INFO |   [SUCCESS] MCP Server: http://localhost:8000
2025-08-19 22:28:59,129 | __main__ | INFO |   [SUCCESS] API Server: http://localhost:8001
2025-08-19 22:28:59,130 | __main__ | INFO |   [SUCCESS] API Docs: http://localhost:8001/docs
2025-08-19 22:28:59,130 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:28:59,131 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:28:59,131 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:28:59,131 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:28:59,131 | __main__ | INFO | 
Press Ctrl+C to stop all services
2025-08-19 22:28:59,132 | __main__ | INFO | ============================================================
2025-08-19 22:29:00,133 | __main__ | ERROR | [MCP] Process unexpectedly terminated
2025-08-19 22:29:00,133 | __main__ | INFO | Shutting down all services...
2025-08-19 22:29:00,133 | __main__ | INFO | All services stopped
2025-08-19 22:29:16,877 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:29:16,878 | __main__ | INFO | Starting Name Generation System - Working Components
2025-08-19 22:29:16,878 | __main__ | INFO | ============================================================
2025-08-19 22:29:16,878 | __main__ | INFO | Running comprehensive system tests...
2025-08-19 22:29:16,878 | __main__ | INFO | ==================================================
2025-08-19 22:29:16,897 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:29:16,897 | __main__ | INFO | Database initialized successfully
2025-08-19 22:29:16,897 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:29:16,898 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:29:16,898 | __main__ | INFO | Available tools: 5
2025-08-19 22:29:16,898 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:29:16,898 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:29:16,899 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:29:16,899 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:29:16,899 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:29:16,899 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:29:17,003 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:29:17,003 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:29:17,003 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:29:19,084 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:29:21,131 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:29:21,131 | __main__ | INFO | Available models: 10
2025-08-19 22:29:21,132 | __main__ | INFO |   - llama3:latest
2025-08-19 22:29:21,132 | __main__ | INFO |   - phi3:mini
2025-08-19 22:29:21,132 | __main__ | INFO |   - llama3.1:8b
2025-08-19 22:29:21,132 | __main__ | INFO | [SUCCESS] Ollama integration test successful
2025-08-19 22:29:21,132 | __main__ | INFO | [BRAIN] Testing Strands Agents...
2025-08-19 22:29:21,132 | services.ai.strands_agent | INFO | Strands agent 'cultural_analyst' created with model 'llama3'
2025-08-19 22:29:21,133 | services.ai.strands_agent | INFO | Strands agent 'linguistic_expert' created with model 'llama3'
2025-08-19 22:29:21,133 | services.ai.strands_agent | INFO | Strands agent 'validation_specialist' created with model 'llama3'
2025-08-19 22:29:21,133 | services.ai.strands_agent | INFO | Strands agent 'creative_director' created with model 'llama3'
2025-08-19 22:29:21,134 | services.ai.strands_agent | INFO | Specialized agents created: ['cultural_analyst', 'linguistic_expert', 'validation_specialist', 'creative_director']
2025-08-19 22:29:21,134 | __main__ | INFO | Created 4 specialized agents:
2025-08-19 22:29:21,134 | __main__ | INFO |   - cultural_analyst: llama3
2025-08-19 22:29:21,134 | __main__ | INFO |   - linguistic_expert: llama3
2025-08-19 22:29:21,135 | __main__ | INFO |   - validation_specialist: llama3
2025-08-19 22:29:21,135 | __main__ | INFO |   - creative_director: llama3
2025-08-19 22:29:21,135 | services.ai.strands_agent | INFO | Strands swarm created with 4 agents
2025-08-19 22:29:21,135 | services.ai.strands_agent | INFO | Name generation swarm created
2025-08-19 22:29:21,135 | __main__ | INFO | [SUCCESS] Swarm created successfully
2025-08-19 22:29:21,135 | __main__ | INFO | [SUCCESS] Strands agents test successful
2025-08-19 22:29:21,136 | __main__ | INFO | 
==================================================
2025-08-19 22:29:21,136 | __main__ | INFO | [STATUS] SYSTEM STATUS:
2025-08-19 22:29:21,136 | __main__ | INFO |   Database: [READY]
2025-08-19 22:29:21,136 | __main__ | INFO |   MCP Tools: [READY]
2025-08-19 22:29:21,136 | __main__ | INFO |   Ollama: [READY]
2025-08-19 22:29:21,137 | __main__ | INFO |   Strands Agents: [READY]
2025-08-19 22:29:21,137 | __main__ | INFO | 
============================================================
2025-08-19 22:29:21,137 | __main__ | INFO | STARTING API SERVER
2025-08-19 22:29:21,137 | __main__ | INFO | ============================================================
2025-08-19 22:29:21,137 | __main__ | INFO | Starting API server...
2025-08-19 22:29:21,142 | __main__ | INFO | API server started with PID: 36224
2025-08-19 22:29:24,143 | __main__ | WARNING | [API] Process terminated with code: 1
2025-08-19 22:29:24,144 | __main__ | INFO | 
============================================================
2025-08-19 22:29:24,144 | __main__ | INFO | SYSTEM STATUS
2025-08-19 22:29:24,144 | __main__ | INFO | ============================================================
2025-08-19 22:29:24,145 | __main__ | INFO | 🎉 API SERVER RUNNING!
2025-08-19 22:29:24,145 | __main__ | INFO | The Name Generation System API is now available.
2025-08-19 22:29:24,145 | __main__ | INFO | 
Available services:
2025-08-19 22:29:24,146 | __main__ | INFO |   [SUCCESS] API Server: http://localhost:8001
2025-08-19 22:29:24,146 | __main__ | INFO |   [SUCCESS] API Docs: http://localhost:8001/docs
2025-08-19 22:29:24,146 | __main__ | INFO |   [SUCCESS] Database: SQLite with full persistence
2025-08-19 22:29:24,147 | __main__ | INFO |   [SUCCESS] MCP Tools: domain_check, watchlist_validate, cultural_context_search, etc.
2025-08-19 22:29:24,147 | __main__ | INFO |   [SUCCESS] Ollama Integration: 10+ local LLM models
2025-08-19 22:29:24,147 | __main__ | INFO |   [SUCCESS] Strands Agents: Multi-agent collaboration
2025-08-19 22:29:24,147 | __main__ | INFO | 
API Endpoints:
2025-08-19 22:29:24,147 | __main__ | INFO |   • GET  /health - Health check
2025-08-19 22:29:24,148 | __main__ | INFO |   • POST /api/names/generate - Generate names
2025-08-19 22:29:24,148 | __main__ | INFO |   • POST /api/names/validate - Validate names with MCP
2025-08-19 22:29:24,148 | __main__ | INFO |   • GET  /api/mcp/tools - List MCP tools
2025-08-19 22:29:24,148 | __main__ | INFO |   • POST /api/mcp/tools/manage - Manage MCP tools
2025-08-19 22:29:24,148 | __main__ | INFO |   • POST /api/test/mcp - Test MCP connection
2025-08-19 22:29:24,148 | __main__ | INFO | 
Note: MCP Server needs fixes - using integrated MCP tools instead
2025-08-19 22:29:24,149 | __main__ | INFO | 
Press Ctrl+C to stop the API server
2025-08-19 22:29:24,149 | __main__ | INFO | ============================================================
2025-08-19 22:29:25,150 | __main__ | ERROR | [API] Process unexpectedly terminated
2025-08-19 22:29:25,150 | __main__ | INFO | Shutting down services...
2025-08-19 22:29:25,150 | __main__ | INFO | All services stopped
2025-08-19 22:33:13,097 | services.ai.strands_agent | INFO | Strands Agent Manager initialized with Ollama host: http://localhost:11434
2025-08-19 22:33:13,097 | __main__ | INFO | Starting Name Generation System - Complete Mode
2025-08-19 22:33:13,097 | __main__ | INFO | ============================================================
2025-08-19 22:33:13,098 | __main__ | INFO | Running comprehensive system tests...
2025-08-19 22:33:13,098 | __main__ | INFO | ==================================================
2025-08-19 22:33:13,138 | database.database | INFO | Database initialized: sqlite:///./name_generation.db
2025-08-19 22:33:13,138 | __main__ | INFO | Database initialized successfully
2025-08-19 22:33:13,139 | __main__ | INFO | Testing MCP Tools...
2025-08-19 22:33:13,139 | services.ai.mcp_integration | INFO | Listed 5 MCP tools
2025-08-19 22:33:13,139 | __main__ | INFO | Available tools: 5
2025-08-19 22:33:13,139 | __main__ | INFO |   - domain_check: Check domain availability across TLDs
2025-08-19 22:33:13,139 | __main__ | INFO |   - watchlist_validate: Check names against government and industry watchlists
2025-08-19 22:33:13,140 | __main__ | INFO |   - cultural_context_search: Analyze cultural meaning and context of names
2025-08-19 22:33:13,140 | __main__ | INFO |   - trademark_check: Validate trademark availability in specific industries
2025-08-19 22:33:13,140 | __main__ | INFO |   - name_variation_generator: Create style-based variations of base names
2025-08-19 22:33:13,140 | services.ai.mcp_integration | INFO | Enabled tool: domain_check
2025-08-19 22:33:13,245 | __main__ | INFO | Tool 'domain_check' result: Domain .com appears to be available
2025-08-19 22:33:13,249 | __main__ | INFO | [SUCCESS] MCP Tools test successful
2025-08-19 22:33:13,250 | __main__ | INFO | [ROBOT] Testing Ollama Integration...
2025-08-19 22:33:15,309 | services.ai.ollama_client | INFO | Successfully connected to Ollama server
2025-08-19 22:33:17,368 | services.ai.ollama_client | INFO | Found 10 Ollama models: ['llama3:latest', 'phi3:mini', 'llama3.1:8b', 'mistral-small3.1:latest', 'qwen2.5-coder:1.5b-base', 'minicpm-v:latest', 'llava:latest', 'llama3.2-vision:latest', 'gemma3:latest', 'llama3.2:latest']
2025-08-19 22:33:17,369 | __main__ | INFO | Available models: 10
2025-08-19 22:33:17,370 | __main__ | INFO |   - llama3:latest
